species,control_mean,case_mean,log2_fold_change,p_value,control_prevalence,case_prevalence,p_adjusted,significant
s__Tessaracoccus_flavus,1.2550120288692864e-05,0.2826734117647059,14.459135882434335,4.7312958903586596e-166,0.0016038492381716118,0.5764705882352941,2.654256994491208e-163,True
s__Arthrobacter_ruber,0.00048031275060144346,0.5804241764705883,10.238917490408154,5.886132166919818e-161,0.00400962309542903,0.5764705882352941,1.651060072821009e-158,True
s__Arthrobacter_subterraneus,0.0,0.21675223529411763,31.01339972621251,1.943612008441625e-160,0.0,0.5470588235294118,3.6345544557858385e-158,True
s__Streptococcus_alactolyticus,0.0021795429029671212,0.8929816470588235,8.678461045969021,4.612364669254775e-160,0.0008019246190858059,0.5529411764705883,6.468841448629822e-158,True
s__Ornithinimicrobium_flavum,5.898155573376103e-05,0.18502082352941177,11.615133708814627,2.1578881916993614e-159,0.0048115477145148355,0.5764705882352941,2.4211505510866837e-157,True
s__Paracoccus_everestensis,0.0025349318364073776,2.0843129411764707,9.683409175521254,2.645609624812713e-158,0.007217321571772253,0.5882352941176471,2.4736449991998867e-156,True
s__Paracoccus_endophyticus,2.8692862870890135e-05,0.41608035294117646,13.823877596437203,6.964344449914651e-158,0.0056134723336006415,0.5764705882352941,5.1099930232442e-156,True
s__GGB71953_SGB99001,0.001179494787489976,0.699804294117647,9.21263854196467,7.28697757325376e-158,0.006415396952686447,0.5823529411764706,5.1099930232442e-156,True
s__Ornithinimicrobium_kibberense,0.00040413793103448274,0.4165962941176471,10.009586169388957,9.35216328945063e-158,0.0056134723336006415,0.5764705882352941,5.829515117090893e-156,True
s__Belnapia_rosea,2.806736166800321e-05,0.14582423529411764,12.34304429218477,7.390489543181054e-152,0.00400962309542903,0.5470588235294118,4.146064633724571e-150,True
s__Janibacter_endophyticus,0.00018239775461106658,0.13780217647058826,9.561294199674844,1.3584189419464023e-151,0.00400962309542903,0.5470588235294118,6.927936603926652e-150,True
s__Rubellimicrobium_rubrum,1.61186848436247e-06,0.06673299999999999,15.337289205790972,2.1295297467072293e-151,0.0008019246190858059,0.5235294117647059,9.955551565856297e-150,True
s__Geodermatophilus_sp_DSM_45219,0.0043828869286287086,0.6943432941176471,7.3076238269610325,1.5925549941486261e-150,0.007217321571772253,0.5647058823529412,6.872487320902918e-149,True
s__Roseomonas_pecuniae,0.007133336006415396,0.2467518235294118,5.112339985152352,2.5991196917648287e-149,0.008821170809943865,0.5705882352941176,1.0415043907714777e-147,True
s__Deinococcus_budaensis,0.0002656295108259824,0.13215847058823532,8.958637203242837,2.129232700423919e-147,0.00801924619085806,0.5588235294117647,7.646008592898518e-146,True
s__Arsenicicoccus_bolidensis,0.007318155573376103,1.650216764705882,7.816959721975553,2.1806798125913777e-147,0.012028869286287089,0.5823529411764706,7.646008592898518e-146,True
s__Piscicoccus_intestinalis,0.03314154771451483,0.5601547058823529,4.079112444402988,3.8360689829350037e-147,0.011226944667201283,0.5764705882352941,1.2659027643685513e-145,True
s__Blastococcus_aggregatus,8.493985565356858e-05,0.09589188235294117,10.140749620971018,1.6087818891953462e-146,0.0048115477145148355,0.5352941176470588,5.014036887992163e-145,True
s__Dietzia_kunjamensis,0.0016405453087409783,0.9724959411764705,9.21137289194155,3.8705900078402733e-146,0.012028869286287089,0.5764705882352941,1.1428426286307333e-144,True
s__Paracoccus_chinensis,0.0004364394546912591,0.736253,10.720204032727764,9.761938356265362e-145,0.015236567762630313,0.5882352941176471,2.7382237089324343e-143,True
s__Paracnuella_aquatica,5.5060144346431446e-05,0.06138935294117647,10.12276173823148,4.203055098770103e-144,0.0024057738572574178,0.5117647058823529,1.1228161478142989e-142,True
s__Altererythrobacter_sp_TH136,0.006047080994386528,0.11364141176470587,4.2321059239813925,3.2679940435381974e-142,0.009623095429029671,0.5529411764705883,8.333384811022404e-141,True
s__Ornithinimicrobium_pekingense,0.0,0.04115494117647059,28.616490417621495,1.3431916297430578e-140,0.0,0.4823529411764706,3.276219583851545e-139,True
s__Kocuria_rosea,0.02053663191659984,14.664063235294117,9.479869596183942,7.642985699032919e-140,0.024859663191659984,0.6176470588235294,1.7865479071489447e-138,True
s__Deinococcus_reticulitermitis,0.00023684843624699277,0.1926293529411765,9.667647087901415,3.1637972907438656e-139,0.009623095429029671,0.5411764705882353,7.099561120429235e-138,True
s__Tessaracoccus_sp_SD287,0.0008053568564554932,0.16339111764705883,7.664485475339137,6.587011368440366e-139,0.009623095429029671,0.5411764705882353,1.421274376036556e-137,True
s__Arthrobacter_sp_Soil782,0.0,0.16359017647058824,30.60743897244684,8.25477695454409e-139,0.0,0.4764705882352941,1.7151592116663833e-137,True
s__Pseudokineococcus_lusitanus,0.00012343223736968725,0.07471282352941175,9.241491668813598,1.2871571533204147e-137,0.006415396952686447,0.5176470588235295,2.5789112964741163e-136,True
s__Microbacterium_sp_Marseille_Q6648,3.108259823576584e-05,0.054129588235294124,10.766089953749871,3.9829384322506446e-137,0.0032076984763432237,0.49411764705882355,7.704925725836592e-136,True
s__Nocardioides_sp_STR3,0.0,0.048784764705882354,28.861855432077334,5.044138051324543e-137,0.0,0.47058823529411764,9.432538155976895e-136,True
s__Agrococcus_lahaulensis,0.00013036888532477945,0.10550923529411764,9.660552876138286,2.1101198023264436e-135,0.00400962309542903,0.49411764705882355,3.818636158403661e-134,True
s__Comamonadaceae_unclassified_SGB108207,0.006166222935044106,0.6046566470588236,6.615585260406687,2.1850280246737675e-135,0.0136327185244587,0.5529411764705883,3.830627255756199e-134,True
s__Kocuria_sediminis,0.0052005292702485975,0.20242623529411763,5.282593987024295,4.33459309864978e-133,0.012830793905372895,0.5470588235294118,7.368808267704626e-132,True
s__Janibacter_melonis,0.0018793584603047314,0.19695294117647058,6.711466809083125,5.361279160163514e-132,0.014434643143544507,0.5470588235294118,8.846110614269799e-131,True
s__Planomicrobium_okeanokoites,0.0,0.08735029411764707,29.702237321606997,1.112144495264718e-131,0.0,0.45294117647058824,1.782608748124305e-130,True
s__Planococcus_wigleyi,0.009948604651162792,0.5534456470588236,5.79780362131453,2.8867570240069707e-131,0.0024057738572574178,0.47058823529411764,4.498529695744196e-130,True
s__Skermanella_aerolata,0.002780473135525261,0.8042084117647059,8.17609516628938,5.842697518068599e-131,0.023255813953488372,0.5823529411764706,8.858792723341848e-130,True
s__Nocardioides_seonyuensis,5.862068965517242e-06,0.04309647058823529,12.843847555177838,7.515086729934685e-130,0.0016038492381716118,0.4588235294117647,1.1094641198666733e-128,True
s__Psychrobacter_pasteurii,4.440256615878108e-05,0.08561758823529413,10.913045177307056,5.69062509177677e-128,0.0008019246190858059,0.4470588235294118,8.185745324325047e-127,True
s__Micrococcus_flavus,0.010698773055332799,0.25866805882352945,4.59558464170582,1.4696222557952273e-127,0.00801924619085806,0.5,2.0611452137528063e-126,True
s__Blastococcus_saxobsidens,0.0001844426623897354,0.0516484705882353,8.129408643088562,4.346437518061785e-126,0.00400962309542903,0.4647058823529412,5.947198652762588e-125,True
s__Micrococcus_luteus_ATCC_49442,4.530874097834804e-06,0.10459523529411766,14.494636365281734,1.5678149936833702e-124,0.0016038492381716118,0.4411764705882353,2.0941528844199302e-123,True
s__Flavimobilis_marinus,0.002355942261427426,0.07619105882352942,5.015245557426291,1.7236319432092304e-123,0.0136327185244587,0.5176470588235295,2.2487384189311121e-122,True
s__Pseudarthrobacter_oxydans,2.5910184442662387e-05,0.1612821764705882,12.603774539919112,5.14952259285024e-123,0.00400962309542903,0.45294117647058824,6.565641305884055e-122,True
s__Pseudarthrobacter_polychromogenes,0.0,0.08077100000000001,29.589262161955347,7.988841757326823e-123,0.0,0.4235294117647059,9.959422724134105e-122,True
s__Propioniciclava_soli,7.222935044105854e-05,0.035096999999999996,8.92454481311194,9.665591608321695e-123,0.00400962309542903,0.45294117647058824,1.1787819331018415e-121,True
s__Mycobacterium_doricum,0.004964410585404972,0.07733552941176469,3.961436996048602,3.7569754632122077e-121,0.014434643143544507,0.5176470588235295,4.4843898614086135e-120,True
s__Corynebacterium_SGB61358,0.0018015557337610264,0.09155594117647058,5.667338239344366,6.956094205578932e-120,0.0032076984763432237,0.4411764705882353,8.129935102770377e-119,True
s__GGB71854_SGB98855,4.63672814755413e-05,0.039816882352941174,9.746054296187085,4.586433829080625e-119,0.0024057738572574178,0.4294117647058823,5.250998730845368e-118,True
s__Paracoccus_acridae,0.0002138492381716119,0.06065088235294118,8.147790083753966,7.120816342902806e-119,0.0024057738572574178,0.4294117647058823,7.989555936736948e-118,True
s__Sphingomonas_sp_S_NIH_Pt15_0812,1.733761026463512e-05,0.06618229411764706,11.898316209318093,1.694992138973734e-117,0.0032076984763432237,0.4294117647058823,1.8644913528711074e-116,True
s__Deinococcus_sp_NW_56,1.5677626303127506e-05,0.042977529411764706,11.420650494416114,2.1704974677624978e-117,0.0008019246190858059,0.4117647058823529,2.341632845028387e-116,True
s__Spirosoma_sp_RHs26,1.893344025661588e-05,0.04814811764705883,11.3123194883947,1.5106112919224044e-115,0.0016038492381716118,0.4117647058823529,1.5989678014499413e-114,True
s__Dietzia_cercidiphylli,0.0021429671210906175,0.19893441176470592,6.536539263636265,2.2375317209920265e-115,0.008821170809943865,0.4647058823529412,2.3245468434750498e-114,True
s__Pantoea_ananatis,0.0018779871692060947,0.16685823529411767,6.473291800123677,3.519189277901291e-115,0.0056134723336006415,0.4411764705882353,3.589573063459317e-114,True
s__Williamsia_marianensis,0.012397562149157978,0.0822450588235294,2.7298725387010605,9.013700023903888e-115,0.02566158781074579,0.5529411764705883,9.029795916803717e-114,True
s__Iamia_sp_SCSIO_61187,5.625501202886929e-05,0.01954464705882353,8.440573621190195,3.7497074770482335e-114,0.0056134723336006415,0.43529411764705883,3.6905015695158934e-113,True
s__Tsuneonella_troitsensis,2.4667201283079393e-05,0.03522429411764706,10.479755197728595,4.995506596937837e-114,0.00400962309542903,0.4235294117647059,4.831860691176081e-113,True
s__Modestobacter_marinus,0.0003878027265437049,0.06221758823529412,7.3258553455725055,9.803280149273075e-114,0.007217321571772253,0.4470588235294118,9.321424006342703e-113,True
s__Brachybacterium_muris,0.007150617481956696,0.11823035294117648,4.047388803606918,1.312761775645843e-113,0.01603849238171612,0.5,1.2274322602288633e-112,True
s__Lactobacillus_amylovorus,0.00010259823576583801,0.19447176470588232,10.888337662014957,1.7897016747310101e-113,0.00801924619085806,0.4470588235294118,1.6459387533181911e-112,True
s__Knoellia_aerolata,8.429029671210906e-05,0.05120335294117647,9.246654299709194,2.2557894894732326e-112,0.0048115477145148355,0.4235294117647059,2.0411256509588446e-111,True
s__Serinicoccus_profundi,0.007769591018444267,0.10455358823529412,3.750260089083205,2.306489678039508e-109,0.010425020048115477,0.45294117647058824,2.0538741418732764e-108,True
s__Kocuria_carniphila,0.020183584603047314,0.1331914705882353,2.722247366115072,2.061657709259049e-108,0.018444266238973536,0.5,1.807171835772385e-107,True
s__Deinococcus_ficus,8.95429029671211e-05,0.06657817647058822,9.538252941318994,9.306665780803961e-107,0.00400962309542903,0.4,8.032368466201572e-106,True
s__Georgenia_muralis,6.833199679230153e-05,0.01575658823529412,7.849176079474687,9.89041819557856e-107,0.0048115477145148355,0.40588235294117647,8.406855466241776e-106,True
s__Micrococcus_terreus,0.005078179631114675,0.11022458823529407,4.439990821649543,4.9233140183725015e-106,0.015236567762630313,0.47058823529411764,4.122356961652199e-105,True
s__Methylorubrum_extorquens,0.004275412991178829,0.088364,4.369323003419174,4.321423170284372e-104,0.010425020048115477,0.43529411764705883,3.565174115484607e-103,True
s__Clostridium_SGB6173,1.0809943865276664e-05,0.20345782352941175,14.200069760156309,6.332603249252228e-104,0.0056134723336006415,0.4,5.148681772218115e-103,True
s__Cellulomonas_endophytica,3.9270248596631916e-05,0.024333117647058825,9.275265061382086,1.6553066444949144e-103,0.0048115477145148355,0.3941176470588235,1.3266100393737814e-102,True
s__Sphingomonas_carotinifaciens,0.0022095829991980753,0.07798841176470589,5.141413677970999,6.016103001995262e-103,0.0056134723336006415,0.4,4.7535687100272415e-102,True
s__Methylobacterium_brachiatum,0.0035326383319967923,0.18190952941176472,5.686331215816771,1.2060058976001088e-102,0.009623095429029671,0.4235294117647059,9.396795952134181e-102,True
s__Methylobacterium_sp_Leaf125,0.0068102646351242985,0.15626611764705883,4.520150309885508,1.232100030710164e-102,0.011226944667201283,0.43529411764705883,9.468604345594548e-102,True
s__Staphylococcus_equorum,0.018099502806736167,0.14337835294117648,2.9858052453418398,1.0136260143440198e-101,0.007217321571772253,0.40588235294117647,7.684381000635068e-101,True
s__Microbacterium_sp_KSW4_6,0.0052909542902967125,0.062456823529411766,3.561259313569038,2.0974250998067258e-98,0.012830793905372895,0.4294117647058823,1.568873974655431e-97,True
s__Microlunatus_sagamiharensis,0.00014065757818765038,0.054031470588235306,8.585467832847725,8.566262493364174e-95,0.006415396952686447,0.3764705882352941,6.32325428786487e-94,True
s__Methylobacterium_longum,0.018671018444266243,0.17298876470588237,3.211805804471228,3.564346752529218e-94,0.010425020048115477,0.4,2.596881205414145e-93,True
s__Yimella_lutea,0.0012621331194867683,0.030454588235294122,4.592723501722276,5.029956972194062e-94,0.011226944667201283,0.40588235294117647,3.617699822308806e-93,True
s__Saccharopolyspora_rectivirgula,0.4125005533279872,0.22205617647058823,-0.8934713540070259,4.693757306096279e-92,0.010425020048115477,0.4,3.3331618338228003e-91,True
s__Paracoccus_marcusii,0.15154059342421813,1.164384882352941,2.9417918051762717,8.133585778942633e-89,0.06094627105052125,0.5823529411764706,5.703677027483522e-88,True
s__Rhodococcus_fascians,0.014811507618283882,0.05051135294117647,1.7698891821961098,2.6392114739746146e-84,0.01603849238171612,0.4,1.827898317160196e-83,True
s__Brachybacterium_paraconglomeratum,0.021909101844426623,0.06989617647058823,1.6736831907271457,4.007850872432682e-79,0.024859663191659984,0.4294117647058823,2.741956511505774e-78,True
s__Pseudomonas_knackmussii,0.1376515477145148,0.15590894117647058,0.1796828357094524,7.780984207285264e-76,0.053728949478749,0.5176470588235295,5.259195349743413e-75,True
s__Paracoccus_sphaerophysae,0.014427522052927027,0.07145270588235295,2.308165102381733,1.5509591323876151e-72,0.022453889334402566,0.3941176470588235,1.0358191348445858e-71,True
s__Lactobacillus_gallinarum,0.04310267842822775,0.06347276470588235,0.5583601607983453,5.119518461838984e-72,0.011226944667201283,0.3352941176470588,3.3788821848137295e-71,True
s__Carnobacterium_viridans,0.011009230152365677,0.13722605882352942,3.6397689654785053,1.0690999772138019e-71,0.019246190858059342,0.37058823529411766,6.974012642057475e-71,True
s__Propioniciclava_sinopodophylli,0.0014889334402566157,0.2993935294117647,7.651619872499228,7.406978478096961e-68,0.08500400962309543,0.5352941176470588,4.776224053117695e-67,True
s__Aerococcus_urinaeequi,0.036528299919807536,0.11867994117647059,1.699989598877445,1.0822378254426747e-66,0.03528468323977546,0.4235294117647059,6.899266137197051e-66,True
s__Microbacterium_oleivorans,0.015809462710505214,0.02744058823529412,0.7955230664849892,6.003255167846471e-65,0.014434643143544507,0.3235294117647059,3.7840743249009774e-64,True
s__Kocuria_SGB98773,0.3603975541299118,0.0925164705882353,-1.9618070842983117,8.368200557197728e-61,0.04731355252606255,0.4647058823529412,5.216178347319917e-60,True
s__Ligilactobacillus_salivarius,0.016054001603849236,0.06342417647058825,1.9820999282189995,2.4847473823961877e-60,0.01603849238171612,0.31176470588235294,1.5318058038728147e-59,True
s__Candidatus_Microthrix_parvicella,0.00882337610264635,0.31190811764705884,5.143646492174533,4.088000142229014e-59,0.03368083400160385,0.3764705882352941,2.4927913910766053e-58,True
s__GGB46555_SGB64420,0.03671878909382518,0.07348694117647059,1.0009694174634334,2.090268100209247e-58,0.02566158781074579,0.35294117647058826,1.2609036604488038e-57,True
s__Kocuria_indica,0.5896308500400962,0.3410938823529412,-0.7896431294843228,5.269793637170887e-58,0.08259823576583801,0.5470588235294118,3.1450576919711356e-57,True
s__bacterium,0.07959153167602244,0.09968111764705882,0.3247053038288785,9.646245086958934e-58,0.0408981555733761,0.40588235294117647,5.69636157240417e-57,True
s__Stutzerimonas_kunmingensis,0.15480398556535685,0.8276065294117646,2.4185024112265086,1.8288817487410897e-53,0.0272654370489174,0.3411764705882353,1.0687527719205743e-52,True
s__Chroococcidiopsis_cubana,2.3632494707297513,0.44139111764705885,-2.4206424288195327,3.100546158620306e-51,0.09382518043303929,0.5823529411764706,1.7932024690577233e-50,True
s__Hyphomicrobiales_bacterium,0.21396191659983962,0.1563895294117647,-0.4522101071968666,1.1191401021522861e-49,0.07778668805132317,0.48823529411764705,6.406506094973801e-49,True
s__Psychrobacter_immobilis,0.01658402566158781,0.24946047058823528,3.910945057587846,1.3176825445938973e-49,0.0545308740978348,0.4,7.466867752698751e-49,True
s__Corynebacterium_xerosis,0.741637690457097,0.1336120588235294,-2.472664343004024,3.0415680251001894e-48,0.056134723336006415,0.4411764705882353,1.7063196620812063e-47,True
s__Kocuria_palustris,2.3463950681635932,0.19199617647058823,-3.6112964575188666,9.726290811275645e-42,0.09863672814755413,0.5352941176470588,5.402424896163997e-41,True
s__Candidatus_Microthrix_SGB36776,0.00328102646351243,0.14473564705882352,5.463129204821655,3.2370050732053156e-41,0.03368083400160385,0.3,1.7803527902629236e-40,True
s__Pantoea_dispersa,1.3013706495589417,0.10549352941176471,-3.624805503047648,4.756617459332597e-41,0.03688853247794707,0.32941176470588235,2.590740189015133e-40,True
s__Psychrobacter_maritimus,0.029074057738572575,0.6770001764705882,4.541351863861306,1.7111861134377846e-40,0.07618283881315156,0.4117647058823529,9.230532784986511e-40,True
s__Pseudomonas_asiatica,0.03999795509222133,9.143539823529412,7.836682739887261,3.068807137932676e-39,0.034482758620689655,0.29411764705882354,1.6396198136954582e-38,True
s__Paracoccus_salipaludis,0.301484242181235,0.011971117647058825,-4.654452829977369,6.28843757455253e-39,0.03368083400160385,0.3058823529411765,3.3281259238905374e-38,True
s__Micrococcus_endophyticus,0.8997188372093023,0.16652023529411764,-2.4337767257877734,1.0294380849711616e-38,0.0681635926222935,0.4235294117647059,5.397334258587119e-38,True
s__GGB35331_SGB62019,0.000357401764234162,0.044314647058823535,6.954092656510512,3.48563252714526e-38,0.03127506014434643,0.27647058823529413,1.8105924516004546e-37,True
s__GGB71855_SGB98856,0.1668031756214916,0.03237917647058823,-2.365008553849022,3.858840355425823e-37,0.023255813953488372,0.24705882352941178,1.986063705865951e-36,True
s__Rothia_sp_P100,0.0973994627105052,0.08820288235294119,-0.1430880118556028,4.453621524112952e-36,0.07217321571772253,0.38235294117647056,2.2713469772976053e-35,True
s__Jeotgalibaca_porci,0.0032746992782678435,0.026833588235294116,3.034605616100217,1.6530216223222138e-34,0.05533279871692061,0.32941176470588235,8.354460631736595e-34,True
s__Saccharopolyspora_sp_HNM0986,1.7478669206094628,0.02063429411764706,-6.404407441953956,2.6299459332493548e-30,0.04330392943063352,0.3,1.317321132636507e-29,True
s__Propioniciclava_sp_MC1595,0.2885482919005613,0.03712305882352941,-2.9584252934067354,1.4740749911067508e-29,0.09703287890938252,0.38823529411764707,7.31819530983086e-29,True
s__Escherichia_coli,0.10383024057738571,1.0654005294117648,3.3590973064364236,8.398130959153099e-29,0.19486768243785085,0.6,4.132764445688499e-28,True
s__Mediterraneibacter_catenae,0.5169110825982358,0.02030305882352941,-4.670147124415902,2.7756125145543178e-27,0.04971932638331997,0.3058823529411765,1.3540161918825845e-26,True
s__Pedobacter_quisquiliarum,0.23906613472333602,0.02972882352941177,-3.0074754959733476,3.958793433620961e-27,0.0673616680032077,0.3411764705882353,1.914554410570137e-26,True
s__Tessaracoccus_sp_MC1627,0.0013900882117080994,0.02249317647058823,4.016238973533773,1.1997619929839573e-25,0.08259823576583801,0.3352941176470588,5.715669987827157e-25,True
s__Desemzia_incerta,0.1477896471531676,0.026613823529411766,-2.4732975079163553,1.2022264858531275e-25,0.09703287890938252,0.4117647058823529,5.715669987827157e-25,True
s__Lactobacillus_crispatus,0.42460877305533284,0.06580023529411763,-2.6899695299511435,1.1639919822747765e-23,0.07217321571772253,0.3411764705882353,5.48739077358109e-23,True
s__Brevundimonas_vesicularis,0.3185671611868484,0.030740235294117645,-3.3733974401971243,2.445656811760017e-21,0.04731355252606255,0.2529411764705882,1.1433445594978078e-20,True
s__Psychrobacter_faecalis,1.6192582518043304,1.816463294117647,0.16579911688473098,6.5645649777309496e-21,0.297514033680834,0.5882352941176471,3.043571035129804e-20,True
s__Psychrobacter_alimentarius,0.10291272654370488,0.028577529411764706,-1.8484682953953566,8.180099012191907e-21,0.052125100240577385,0.25882352941176473,3.761504545770212e-20,True
s__Psychrobacter_sanguinis,0.4370683560545309,0.02744347058823529,-3.9933240792618196,8.538626895021893e-21,0.07137129109863673,0.3058823529411765,3.894446900900229e-20,True
s__Pseudomonas_coleopterorum,0.436249959903769,0.016934823529411763,-4.687090132222099,7.013687733270247e-16,0.04971932638331997,0.2235294117647059,3.1731280793262977e-15,True
s__Carnobacterium_inhibens,0.4510035364875702,0.04739782352941176,-3.250246025171687,1.0352469349229839e-15,0.08420208500400962,0.3,4.6461882439343524e-15,True
s__Aerococcus_viridans,0.06733459502806736,0.02293888235294118,-1.5535528151276725,2.1477743734835784e-15,0.03769045709703288,0.18823529411764706,9.562709710510218e-15,True
s__Thauera_aminoaromatica,0.10096595028067362,0.01964376470588235,-2.361725482966548,2.8584624850892934e-15,0.06094627105052125,0.23529411764705882,1.2626751607362942e-14,True
s__Chryseobacterium_sp_VAUSW3,0.014225276663993584,0.0703704705882353,2.306513441252019,1.219841375553657e-14,0.13311948676824378,0.36470588235294116,5.346336028793762e-14,True
s__Cutibacterium_acnes,3.79865629510826,1.3499342352941177,-1.4926000565969602,1.6304354830221084e-14,0.24699278267842822,0.6,7.090498495933355e-14,True
s__Acinetobacter_lwoffii,0.2889138732959102,0.08268082352941176,-1.8050148171111335,6.519027938470627e-13,0.15637530072173217,0.3941176470588235,2.813211287293863e-12,True
